2130,51035
1524,51035
1524,50178
94727,50178
94727,48597
2170,48597
2170,47378
2085,47378
2085,46133
1770,46133
1770,44966
2390,44966
2390,43767
2567,43767
2567,42601
2960,42601
2960,41332
2726,41332
2726,40179
3158,40179
3158,39001
3446,39001
3446,37674
3165,37674
3165,36637
3993,36637
3993,35579
4671,35579
4671,34363
4842,34363
4842,33250
5322,33250
5322,31905
5220,31905
5220,30702
5520,30702
5520,29576
6013,29576
6013,28676
6963,28676
6963,27640
7606,27640
7606,26480
8020,26480
8020,25717
9123,25717
9123,24226
9014,24226
9014,23538
10194,23538
10194,22562
10912,22562
10912,21427
11412,21427
11412,20565
12285,20565
12285,19571
12984,19571
12984,18427
13517,18427
13517,17733
14570,17733
14570,17071
15634,17071
15634,15862
16133,15862
16133,15044
17036,15044
17036,14403
18096,14403
18096,13476
18897,13476
18897,12771
19890,12771
19890,12242
21013,12242
21013,10968
21576,10968
21576,10790
22940,10790
22940,10133
23952,10133
23952,8814
24555,8814
24555,8727
25925,8727
25925,8091
26956,8091
26956,7711
28124,7711
28124,7110
29173,7110
29173,6168
30071,6168
30071,5505
31115,5505
31115,4914
32198,4914
32198,4882
33494,4882
33494,4440
34629,4440
34629,4109
35802,4109
35802,4274
37113,4274
37113,3409
38134,3409
38134,2997
39289,2997
39289,2721
40480,2721
40480,2302
41647,2302
41647,2788
42959,2788
42959,2096
44092,2096
44092,1984
45310,1984
45310,1700
46515,1700
46515,1991
47756,1991
47756,2097
48976,2097
48976,2002
50191,2002
50191,1992
51407,1992
51407,1772
52638,1772
52638,2642
53796,2642
53796,1850
55090,1850
55090,2096
56294,2096
56294,3011
57389,3011
57389,2887
58637,2887
58637,2967
59860,2967
59860,3418
61005,3418
61005,3399
62264,3399
62264,4330
63264,4330
63264,3958
64647,3958
64647,4794
65653,4794
65653,5424
66711,5424
66711,5246
68083,5246
68083,5995
69091,5995
69091,6679
70114,6679
70114,6906
71351,6906
71351,7903
72203,7903
72203,8090
73480,8090
73480,8712
74526,8712
74526,8958
75808,8958
75808,9939
76631,9939
76631,10853
77479,10853
77479,11322
78639,11322
78639,12151
79539,12151
79539,13199
80251,13199
80251,13429
81648,13429
81648,14471
82356,14471
82356,15101
83438,15101
83438,16016
84254,16016
84254,17101
84886,17101
84886,18284
85386,18284
85386,18866
86559,18866
86559,19505
87704,19505
87704,20972
87810,20972
87810,21926
88552,21926
88552,22550
89774,22550
89774,23797
90104,23797
90104,25032
90414,25032
90414,26014
91118,26014
91118,26855
92091,26855
92091,28061
92409,28061
92409,29098
93043,29098
93043,29972
94050,29972
94050,31145
94423,31145
94423,32270
94902,32270
94902,33566
94920,33566
94920,34609
95617,34609
95617,35825
95815,35825
95815,37010
96088,37010
96088,38260
96094,38260
96094,39290
97001,39290
97001,40450
97424,40450
97424,41705
97364,41705
97364,42884
97719,42884
97719,44094
97893,44094
97893,45345
97652,45345
97652,46544
97888,46544
97888,47736
98442,47736
98442,48981
97675,48981
97675,50192
